0.67   0.07   0.00
0.67   0.07   2.09
0.67   0.07   4.19
0.67   0.21   0.00
0.67   0.21   0.63
0.67   0.21   1.26
0.67   0.21   1.88
0.67   0.21   2.51
0.67   0.21   3.14
0.67   0.21   3.77
0.67   0.21   4.40
0.67   0.21   5.03
0.67   0.21   5.65
0.67   0.36   0.00
0.67   0.36   0.39
0.67   0.36   0.79
0.67   0.36   1.18
0.67   0.36   1.57
0.67   0.36   1.96
0.67   0.36   2.36
0.67   0.36   2.75
0.67   0.36   3.14
0.67   0.36   3.53
0.67   0.36   3.93
0.67   0.36   4.32
0.67   0.36   4.71
0.67   0.36   5.11
0.67   0.36   5.50
0.67   0.36   5.89
0.67   0.50   0.00
0.67   0.50   0.29
0.67   0.50   0.57
0.67   0.50   0.86
0.67   0.50   1.14
0.67   0.50   1.43
0.67   0.50   1.71
0.67   0.50   2.00
0.67   0.50   2.28
0.67   0.50   2.57
0.67   0.50   2.86
0.67   0.50   3.14
0.67   0.50   3.43
0.67   0.50   3.71
0.67   0.50   4.00
0.67   0.50   4.28
0.67   0.50   4.57
0.67   0.50   4.86
0.67   0.50   5.14
0.67   0.50   5.43
0.67   0.50   5.71
0.67   0.50   6.00
0.67   0.64   0.00
0.67   0.64   0.23
0.67   0.64   0.47
0.67   0.64   0.70
0.67   0.64   0.93
0.67   0.64   1.16
0.67   0.64   1.40
0.67   0.64   1.63
0.67   0.64   1.86
0.67   0.64   2.09
0.67   0.64   2.33
0.67   0.64   2.56
0.67   0.64   2.79
0.67   0.64   3.03
0.67   0.64   3.26
0.67   0.64   3.49
0.67   0.64   3.72
0.67   0.64   3.96
0.67   0.64   4.19
0.67   0.64   4.42
0.67   0.64   4.65
0.67   0.64   4.89
0.67   0.64   5.12
0.67   0.64   5.35
0.67   0.64   5.59
0.67   0.64   5.82
0.67   0.64   6.05
0.67   0.79   0.00
0.67   0.79   0.20
0.67   0.79   0.39
0.67   0.79   0.59
0.67   0.79   0.79
0.67   0.79   0.98
0.67   0.79   1.18
0.67   0.79   1.37
0.67   0.79   1.57
0.67   0.79   1.77
0.67   0.79   1.96
0.67   0.79   2.16
0.67   0.79   2.36
0.67   0.79   2.55
0.67   0.79   2.75
0.67   0.79   2.95
0.67   0.79   3.14
0.67   0.79   3.34
0.67   0.79   3.53
0.67   0.79   3.73
0.67   0.79   3.93
0.67   0.79   4.12
0.67   0.79   4.32
0.67   0.79   4.52
0.67   0.79   4.71
0.67   0.79   4.91
0.67   0.79   5.11
0.67   0.79   5.30
0.67   0.79   5.50
0.67   0.79   5.69
0.67   0.79   5.89
0.67   0.79   6.09
0.67   0.93   0.00
0.67   0.93   0.17
0.67   0.93   0.35
0.67   0.93   0.52
0.67   0.93   0.70
0.67   0.93   0.87
0.67   0.93   1.05
0.67   0.93   1.22
0.67   0.93   1.40
0.67   0.93   1.57
0.67   0.93   1.75
0.67   0.93   1.92
0.67   0.93   2.09
0.67   0.93   2.27
0.67   0.93   2.44
0.67   0.93   2.62
0.67   0.93   2.79
0.67   0.93   2.97
0.67   0.93   3.14
0.67   0.93   3.32
0.67   0.93   3.49
0.67   0.93   3.67
0.67   0.93   3.84
0.67   0.93   4.01
0.67   0.93   4.19
0.67   0.93   4.36
0.67   0.93   4.54
0.67   0.93   4.71
0.67   0.93   4.89
0.67   0.93   5.06
0.67   0.93   5.24
0.67   0.93   5.41
0.67   0.93   5.59
0.67   0.93   5.76
0.67   0.93   5.93
0.67   0.93   6.11
0.67   1.07   0.00
0.67   1.07   0.16
0.67   1.07   0.32
0.67   1.07   0.48
0.67   1.07   0.64
0.67   1.07   0.81
0.67   1.07   0.97
0.67   1.07   1.13
0.67   1.07   1.29
0.67   1.07   1.45
0.67   1.07   1.61
0.67   1.07   1.77
0.67   1.07   1.93
0.67   1.07   2.09
0.67   1.07   2.26
0.67   1.07   2.42
0.67   1.07   2.58
0.67   1.07   2.74
0.67   1.07   2.90
0.67   1.07   3.06
0.67   1.07   3.22
0.67   1.07   3.38
0.67   1.07   3.54
0.67   1.07   3.71
0.67   1.07   3.87
0.67   1.07   4.03
0.67   1.07   4.19
0.67   1.07   4.35
0.67   1.07   4.51
0.67   1.07   4.67
0.67   1.07   4.83
0.67   1.07   4.99
0.67   1.07   5.16
0.67   1.07   5.32
0.67   1.07   5.48
0.67   1.07   5.64
0.67   1.07   5.80
0.67   1.07   5.96
0.67   1.07   6.12
0.67   1.21   0.00
0.67   1.21   0.15
0.67   1.21   0.30
0.67   1.21   0.45
0.67   1.21   0.60
0.67   1.21   0.75
0.67   1.21   0.90
0.67   1.21   1.05
0.67   1.21   1.20
0.67   1.21   1.35
0.67   1.21   1.50
0.67   1.21   1.65
0.67   1.21   1.80
0.67   1.21   1.94
0.67   1.21   2.09
0.67   1.21   2.24
0.67   1.21   2.39
0.67   1.21   2.54
0.67   1.21   2.69
0.67   1.21   2.84
0.67   1.21   2.99
0.67   1.21   3.14
0.67   1.21   3.29
0.67   1.21   3.44
0.67   1.21   3.59
0.67   1.21   3.74
0.67   1.21   3.89
0.67   1.21   4.04
0.67   1.21   4.19
0.67   1.21   4.34
0.67   1.21   4.49
0.67   1.21   4.64
0.67   1.21   4.79
0.67   1.21   4.94
0.67   1.21   5.09
0.67   1.21   5.24
0.67   1.21   5.39
0.67   1.21   5.54
0.67   1.21   5.68
0.67   1.21   5.83
0.67   1.21   5.98
0.67   1.21   6.13
0.67   1.36   0.00
0.67   1.36   0.14
0.67   1.36   0.29
0.67   1.36   0.43
0.67   1.36   0.57
0.67   1.36   0.71
0.67   1.36   0.86
0.67   1.36   1.00
0.67   1.36   1.14
0.67   1.36   1.29
0.67   1.36   1.43
0.67   1.36   1.57
0.67   1.36   1.71
0.67   1.36   1.86
0.67   1.36   2.00
0.67   1.36   2.14
0.67   1.36   2.28
0.67   1.36   2.43
0.67   1.36   2.57
0.67   1.36   2.71
0.67   1.36   2.86
0.67   1.36   3.00
0.67   1.36   3.14
0.67   1.36   3.28
0.67   1.36   3.43
0.67   1.36   3.57
0.67   1.36   3.71
0.67   1.36   3.86
0.67   1.36   4.00
0.67   1.36   4.14
0.67   1.36   4.28
0.67   1.36   4.43
0.67   1.36   4.57
0.67   1.36   4.71
0.67   1.36   4.86
0.67   1.36   5.00
0.67   1.36   5.14
0.67   1.36   5.28
0.67   1.36   5.43
0.67   1.36   5.57
0.67   1.36   5.71
0.67   1.36   5.85
0.67   1.36   6.00
0.67   1.36   6.14
0.67   1.50   0.00
0.67   1.50   0.14
0.67   1.50   0.28
0.67   1.50   0.42
0.67   1.50   0.56
0.67   1.50   0.70
0.67   1.50   0.84
0.67   1.50   0.98
0.67   1.50   1.12
0.67   1.50   1.26
0.67   1.50   1.40
0.67   1.50   1.54
0.67   1.50   1.68
0.67   1.50   1.82
0.67   1.50   1.95
0.67   1.50   2.09
0.67   1.50   2.23
0.67   1.50   2.37
0.67   1.50   2.51
0.67   1.50   2.65
0.67   1.50   2.79
0.67   1.50   2.93
0.67   1.50   3.07
0.67   1.50   3.21
0.67   1.50   3.35
0.67   1.50   3.49
0.67   1.50   3.63
0.67   1.50   3.77
0.67   1.50   3.91
0.67   1.50   4.05
0.67   1.50   4.19
0.67   1.50   4.33
0.67   1.50   4.47
0.67   1.50   4.61
0.67   1.50   4.75
0.67   1.50   4.89
0.67   1.50   5.03
0.67   1.50   5.17
0.67   1.50   5.31
0.67   1.50   5.45
0.67   1.50   5.59
0.67   1.50   5.72
0.67   1.50   5.86
0.67   1.50   6.00
0.67   1.50   6.14
0.67   1.64   0.00
0.67   1.64   0.14
0.67   1.64   0.28
0.67   1.64   0.42
0.67   1.64   0.56
0.67   1.64   0.70
0.67   1.64   0.84
0.67   1.64   0.98
0.67   1.64   1.12
0.67   1.64   1.26
0.67   1.64   1.40
0.67   1.64   1.54
0.67   1.64   1.68
0.67   1.64   1.82
0.67   1.64   1.95
0.67   1.64   2.09
0.67   1.64   2.23
0.67   1.64   2.37
0.67   1.64   2.51
0.67   1.64   2.65
0.67   1.64   2.79
0.67   1.64   2.93
0.67   1.64   3.07
0.67   1.64   3.21
0.67   1.64   3.35
0.67   1.64   3.49
0.67   1.64   3.63
0.67   1.64   3.77
0.67   1.64   3.91
0.67   1.64   4.05
0.67   1.64   4.19
0.67   1.64   4.33
0.67   1.64   4.47
0.67   1.64   4.61
0.67   1.64   4.75
0.67   1.64   4.89
0.67   1.64   5.03
0.67   1.64   5.17
0.67   1.64   5.31
0.67   1.64   5.45
0.67   1.64   5.59
0.67   1.64   5.72
0.67   1.64   5.86
0.67   1.64   6.00
0.67   1.64   6.14
0.67   1.78   0.00
0.67   1.78   0.14
0.67   1.78   0.29
0.67   1.78   0.43
0.67   1.78   0.57
0.67   1.78   0.71
0.67   1.78   0.86
0.67   1.78   1.00
0.67   1.78   1.14
0.67   1.78   1.29
0.67   1.78   1.43
0.67   1.78   1.57
0.67   1.78   1.71
0.67   1.78   1.86
0.67   1.78   2.00
0.67   1.78   2.14
0.67   1.78   2.28
0.67   1.78   2.43
0.67   1.78   2.57
0.67   1.78   2.71
0.67   1.78   2.86
0.67   1.78   3.00
0.67   1.78   3.14
0.67   1.78   3.28
0.67   1.78   3.43
0.67   1.78   3.57
0.67   1.78   3.71
0.67   1.78   3.86
0.67   1.78   4.00
0.67   1.78   4.14
0.67   1.78   4.28
0.67   1.78   4.43
0.67   1.78   4.57
0.67   1.78   4.71
0.67   1.78   4.86
0.67   1.78   5.00
0.67   1.78   5.14
0.67   1.78   5.28
0.67   1.78   5.43
0.67   1.78   5.57
0.67   1.78   5.71
0.67   1.78   5.85
0.67   1.78   6.00
0.67   1.78   6.14
0.67   1.93   0.00
0.67   1.93   0.15
0.67   1.93   0.30
0.67   1.93   0.45
0.67   1.93   0.60
0.67   1.93   0.75
0.67   1.93   0.90
0.67   1.93   1.05
0.67   1.93   1.20
0.67   1.93   1.35
0.67   1.93   1.50
0.67   1.93   1.65
0.67   1.93   1.80
0.67   1.93   1.94
0.67   1.93   2.09
0.67   1.93   2.24
0.67   1.93   2.39
0.67   1.93   2.54
0.67   1.93   2.69
0.67   1.93   2.84
0.67   1.93   2.99
0.67   1.93   3.14
0.67   1.93   3.29
0.67   1.93   3.44
0.67   1.93   3.59
0.67   1.93   3.74
0.67   1.93   3.89
0.67   1.93   4.04
0.67   1.93   4.19
0.67   1.93   4.34
0.67   1.93   4.49
0.67   1.93   4.64
0.67   1.93   4.79
0.67   1.93   4.94
0.67   1.93   5.09
0.67   1.93   5.24
0.67   1.93   5.39
0.67   1.93   5.54
0.67   1.93   5.68
0.67   1.93   5.83
0.67   1.93   5.98
0.67   1.93   6.13
0.67   2.07   0.00
0.67   2.07   0.16
0.67   2.07   0.32
0.67   2.07   0.48
0.67   2.07   0.64
0.67   2.07   0.81
0.67   2.07   0.97
0.67   2.07   1.13
0.67   2.07   1.29
0.67   2.07   1.45
0.67   2.07   1.61
0.67   2.07   1.77
0.67   2.07   1.93
0.67   2.07   2.09
0.67   2.07   2.26
0.67   2.07   2.42
0.67   2.07   2.58
0.67   2.07   2.74
0.67   2.07   2.90
0.67   2.07   3.06
0.67   2.07   3.22
0.67   2.07   3.38
0.67   2.07   3.54
0.67   2.07   3.71
0.67   2.07   3.87
0.67   2.07   4.03
0.67   2.07   4.19
0.67   2.07   4.35
0.67   2.07   4.51
0.67   2.07   4.67
0.67   2.07   4.83
0.67   2.07   4.99
0.67   2.07   5.16
0.67   2.07   5.32
0.67   2.07   5.48
0.67   2.07   5.64
0.67   2.07   5.80
0.67   2.07   5.96
0.67   2.07   6.12
0.67   2.21   0.00
0.67   2.21   0.17
0.67   2.21   0.35
0.67   2.21   0.52
0.67   2.21   0.70
0.67   2.21   0.87
0.67   2.21   1.05
0.67   2.21   1.22
0.67   2.21   1.40
0.67   2.21   1.57
0.67   2.21   1.75
0.67   2.21   1.92
0.67   2.21   2.09
0.67   2.21   2.27
0.67   2.21   2.44
0.67   2.21   2.62
0.67   2.21   2.79
0.67   2.21   2.97
0.67   2.21   3.14
0.67   2.21   3.32
0.67   2.21   3.49
0.67   2.21   3.67
0.67   2.21   3.84
0.67   2.21   4.01
0.67   2.21   4.19
0.67   2.21   4.36
